"GEOID","NAME","lon","lat","address"
"37067000100","Census Tract 1, Forsyth County, North Carolina",-80.2446952497756,36.0979224271229,"309 N Liberty St, Winston-Salem, NC 27101, USA"
"37067003908","Census Tract 39.08, Forsyth County, North Carolina",-80.3364022350359,36.1127271566588,"4374 Highland Lk Dr, Winston-Salem, NC 27106, USA"
"37067000900","Census Tract 9, Forsyth County, North Carolina",-80.248957764934,36.0842793474936,"715 S Green St, Winston-Salem, NC 27101, USA"
"37067003307","Census Tract 33.07, Forsyth County, North Carolina",-80.1017681879473,36.1026291950944,"4V3X+37 Kernersville, NC, USA"
"37067000302","Census Tract 3.02, Forsyth County, North Carolina",-80.2564509994213,36.1193782235101,"612 W Twenty-Third St, Winston-Salem, NC 27105, USA"
"37067001800","Census Tract 18, Forsyth County, North Carolina",-80.2087313977791,36.0774999449872,"1510 Pleasant St, Winston-Salem, NC 27107, USA"
"37067003904","Census Tract 39.04, Forsyth County, North Carolina",-80.3548832937724,36.0695908920724,"5317 Villas Ct, Winston-Salem, NC 27103, USA"
"37067002601","Census Tract 26.01, Forsyth County, North Carolina",-80.2964476248532,36.1209786806483,"1117 Silas Ridge Ct, Winston-Salem, NC 27106, USA"
"37067003905","Census Tract 39.05, Forsyth County, North Carolina",-80.325219254119,36.0895369062278,"120 Sullivan Way, Winston-Salem, NC 27104, USA"
"37067001601","Census Tract 16.01, Forsyth County, North Carolina",-80.2123094043425,36.1405054979012,"3170 Flanders Dr, Winston-Salem, NC 27105, USA"
"37067001901","Census Tract 19.01, Forsyth County, North Carolina",-80.2267449827566,36.0649272005635,"2623 Old Lexington Rd, Winston-Salem, NC 27107, USA"
"37067004014","Census Tract 40.14, Forsyth County, North Carolina",-80.3720712867966,36.0261628480082,"4340 Kinnamon Rd, Winston-Salem, NC 27103, USA"
"37067002704","Census Tract 27.04, Forsyth County, North Carolina",-80.2763848047728,36.1480901303765,"1911 Waycross Dr, Winston-Salem, NC 27106, USA"
"37067002702","Census Tract 27.02, Forsyth County, North Carolina",-80.2768882333654,36.1620267449151,"5083 University Pkwy, Winston-Salem, NC 27106, USA"
"37067002502","Census Tract 25.02, Forsyth County, North Carolina",-80.2990959577741,36.0994075688793,"3PX2+Q9 Winston-Salem, NC, USA"
"37067002705","Census Tract 27.05, Forsyth County, North Carolina",-80.2906567568961,36.1453676646564,"1826 Crowne Park Dr, Winston-Salem, NC 27106, USA"
"37067003311","Census Tract 33.11, Forsyth County, North Carolina",-80.1289303123091,36.0608680098349,"3V6C+8C Winston-Salem, NC, USA"
"37067003201","Census Tract 32.01, Forsyth County, North Carolina",-80.0940598508139,36.1251205234287,"425 Dogwood Trail, Kernersville, NC 27284, USA"
"37067002200","Census Tract 22, Forsyth County, North Carolina",-80.2848708271218,36.085495585177,"526 Knollwood St, Winston-Salem, NC 27103, USA"
"37067004005","Census Tract 40.05, Forsyth County, North Carolina",-80.4005775128997,36.0048778118057,"578 Maidstone Ln, Clemmons, NC 27012, USA"
"37067003103","Census Tract 31.03, Forsyth County, North Carolina",-80.0765388807863,36.1836872865735,"3755 Sheppard Hill Rd, Kernersville, NC 27284, USA"
"37067003107","Census Tract 31.07, Forsyth County, North Carolina",-80.0913183051644,36.1491717245695,"6770 Old Valley School Rd, Kernersville, NC 27284, USA"
"37067001602","Census Tract 16.02, Forsyth County, North Carolina",-80.2209642718715,36.1226450066862,"1882 Trellis Ln, Winston-Salem, NC 27105, USA"
"37067002604","Census Tract 26.04, Forsyth County, North Carolina",-80.3368099684786,36.1492144636575,"4375 Rustic Rd NW, Winston-Salem, NC 27106, USA"
"37067001000","Census Tract 10, Forsyth County, North Carolina",-80.2648018157046,36.078439634096,"1796 Hausman Dr, Winston-Salem, NC 27103, USA"
"37067001400","Census Tract 14, Forsyth County, North Carolina",-80.2552584479113,36.142211164979,"190 Polo Rd, Winston-Salem, NC 27105, USA"
"37067003402","Census Tract 34.02, Forsyth County, North Carolina",-80.1399816610134,36.0392065581969,"140 Business Park Dr, Winston-Salem, NC 27107, USA"
"37067000400","Census Tract 4, Forsyth County, North Carolina",-80.2418041819195,36.1201572629984,"2359 N Patterson Ave, Winston-Salem, NC 27105, USA"
"37067003309","Census Tract 33.09, Forsyth County, North Carolina",-80.1793911344013,36.0922610199496,"654 Stewart Rd SE, Winston-Salem, NC 27107, USA"
"37067000700","Census Tract 7, Forsyth County, North Carolina",-80.2301814715679,36.0994761191938,"316 N Laura Wall Blvd, Winston-Salem, NC 27101, USA"
"37067001902","Census Tract 19.02, Forsyth County, North Carolina",-80.2463401256955,36.071051137209,"423 W Acadia Ave, Winston-Salem, NC 27127, USA"
"37067001700","Census Tract 17, Forsyth County, North Carolina",-80.1997125372849,36.1145653268096,"4R72+R4 Winston-Salem, NC, USA"
"37067003906","Census Tract 39.06, Forsyth County, North Carolina",-80.3233719010006,36.1007873712706,"3789 Kirklees Rd, Winston-Salem, NC 27104, USA"
"37067002904","Census Tract 29.04, Forsyth County, North Carolina",-80.182417148215,36.2168817988234,"6R89+Q2 Walkertown, NC, USA"
"37067003313","Census Tract 33.13, Forsyth County, North Carolina",-80.0681000514936,36.027957805935,"2WHJ+5Q High Point, NC, USA"
"37067002903","Census Tract 29.03, Forsyth County, North Carolina",-80.20287898832,36.1699746940914,"5101 Davis Rd, Winston-Salem, NC 27105, USA"
"37067000500","Census Tract 5, Forsyth County, North Carolina",-80.2279974616784,36.1175156707443,"1425 Bethlehem Ln, Winston-Salem, NC 27105, USA"
"37067003500","Census Tract 35, Forsyth County, North Carolina",-80.208948727786,36.0340767496566,"3448 Teague Mill Ln, Winston-Salem, NC 27107, USA"
"37067003308","Census Tract 33.08, Forsyth County, North Carolina",-80.1291109357483,36.0932542548094,"1784 Willa Pl Dr, Kernersville, NC 27284, USA"
"37067000802","Census Tract 8.02, Forsyth County, North Carolina",-80.2311628362537,36.0765258415004,"370 Dixie Broadway, Winston-Salem, NC 27127, USA"
"37067004007","Census Tract 40.07, Forsyth County, North Carolina",-80.4540286804358,36.067821923389,"3G9W+49 Lewisville, NC, USA"
"37067004009","Census Tract 40.09, Forsyth County, North Carolina",-80.4458167781721,36.1115401717115,"683 Lissara Lodge Dr, Lewisville, NC 27023, USA"
"37067002801","Census Tract 28.01, Forsyth County, North Carolina",-80.3940352391055,36.2261623797102,"6JG4+F9 Tobaccoville, NC, USA"
"37067004102","Census Tract 41.02, Forsyth County, North Carolina",-80.4164803713877,36.1713327295022,"3805 Vienna Dozier Rd, Pfafftown, NC 27040, USA"
"37067002804","Census Tract 28.04, Forsyth County, North Carolina",-80.3120831570488,36.184435707732,"5135 Ramillie Run, Winston-Salem, NC 27106, USA"
"37067003002","Census Tract 30.02, Forsyth County, North Carolina",-80.1740687278969,36.1506976527578,"3290 Williston Ct, Walkertown, NC 27051, USA"
"37067001500","Census Tract 15, Forsyth County, North Carolina",-80.2398047951706,36.1517654876507,"4291 Idlewild Industrial Dr, Winston-Salem, NC 27105, USA"
"37067004012","Census Tract 40.12, Forsyth County, North Carolina",-80.3855460850754,36.0588077821337,"6749 Knob Hill Dr, Clemmons, NC 27012, USA"
"37067002701","Census Tract 27.01, Forsyth County, North Carolina",-80.3092854520514,36.1628178535398,"2388 Bethabara Rd, Winston-Salem, NC 27106, USA"
"37067002806","Census Tract 28.06, Forsyth County, North Carolina",-80.2759949718313,36.1863738286346,"112 University Center Dr, Winston-Salem, NC 27105, USA"
"37067001300","Census Tract 13, Forsyth County, North Carolina",-80.2761537374953,36.1296331623091,"2121 Royall Dr, Winston-Salem, NC 27106, USA"
"37067003909","Census Tract 39.09, Forsyth County, North Carolina",-80.3477401265866,36.096044035407,"5161 Laurel View Dr NW, Winston-Salem, NC 27104, USA"
"37067003804","Census Tract 38.04, Forsyth County, North Carolina",-80.3209936903022,36.0386069651244,"3932 Westpoint Blvd, Winston-Salem, NC 27103, USA"
"37067002100","Census Tract 21, Forsyth County, North Carolina",-80.2850564474642,36.0744875718883,"1218 Magnolia St, Winston-Salem, NC 27103, USA"
"37067003702","Census Tract 37.02, Forsyth County, North Carolina",-80.2783402847743,36.0377505057872,"3933 Lois St, Winston-Salem, NC 27127, USA"
"37067003403","Census Tract 34.03, Forsyth County, North Carolina",-80.1823940272668,36.0562557878697,"2968 Golden Oaks Dr, Winston-Salem, NC 27107, USA"
"37067004010","Census Tract 40.10, Forsyth County, North Carolina",-80.3799253998327,36.109010349975,"1817 Chanterelle Ct, Winston-Salem, NC 27106, USA"
"37067002808","Census Tract 28.08, Forsyth County, North Carolina",-80.3193008028767,36.2387962266655,"1575 Tobaccoville Rd, Rural Hall, NC 27045, USA"
"37067004015","Census Tract 40.15, Forsyth County, North Carolina",-80.3686073298339,35.9975386927033,"6264 Frye Bridge Rd, Clemmons, NC 27012, USA"
"37067003105","Census Tract 31.05, Forsyth County, North Carolina",-80.1404917987134,36.1934817731965,"120 Hassella Ct, Walkertown, NC 27051, USA"
"37067003312","Census Tract 33.12, Forsyth County, North Carolina",-80.0884702705793,36.0592521912792,"3W56+PJ Kernersville, NC, USA"
"37067000301","Census Tract 3.01, Forsyth County, North Carolina",-80.2529723959428,36.1110629792462,"1317 N Cherry St, Winston-Salem, NC 27105, USA"
"37067003404","Census Tract 34.04, Forsyth County, North Carolina",-80.1914348862086,36.0671007532591,"1984 Burgoyne Ct, Winston-Salem, NC 27107, USA"
"37067003004","Census Tract 30.04, Forsyth County, North Carolina",-80.1284559775929,36.119078291745,"5533 Long Walk Dr, Kernersville, NC 27284, USA"
"37067003703","Census Tract 37.03, Forsyth County, North Carolina",-80.2810102008427,36.0121883497597,"1948 Waccamaw Path, Winston-Salem, NC 27127, USA"
"37067004104","Census Tract 41.04, Forsyth County, North Carolina",-80.3729192637298,36.1679223506911,"5290 Balsom Rd, Pfafftown, NC 27040, USA"
"37067004013","Census Tract 40.13, Forsyth County, North Carolina",-80.3959984440483,36.0337965791614,"3205 Turnstone Ct, Clemmons, NC 27012, USA"
"37067003903","Census Tract 39.03, Forsyth County, North Carolina",-80.3239574178844,36.0787618176699,"113 Vineyard Brook Ct, Winston-Salem, NC 27104, USA"
"37067000200","Census Tract 2, Forsyth County, North Carolina",-80.2474916140919,36.1056430928444,"950 Trade St NW, Winston-Salem, NC 27101, USA"
"37067000801","Census Tract 8.01, Forsyth County, North Carolina",-80.227595541,36.0869383310196,"3QPC+QX Winston-Salem, NC, USA"
"37067004011","Census Tract 40.11, Forsyth County, North Carolina",-80.3928641521216,36.088375805058,"309 N Liberty St, Winston-Salem, NC 27101, USA"
"37067003701","Census Tract 37.01, Forsyth County, North Carolina",-80.2695447473876,36.0561683776851,"309 N Liberty St, Winston-Salem, NC 27101, USA"
"37067003315","Census Tract 33.15, Forsyth County, North Carolina",-80.0664158587057,36.0965985115401,"309 N Liberty St, Winston-Salem, NC 27101, USA"
"37067002901","Census Tract 29.01, Forsyth County, North Carolina",-80.2289988810369,36.2143356869379,"309 N Liberty St, Winston-Salem, NC 27101, USA"
"37067002002","Census Tract 20.02, Forsyth County, North Carolina",-80.2517994196745,36.0542783564287,"309 N Liberty St, Winston-Salem, NC 27101, USA"
"37067002606","Census Tract 26.06, Forsyth County, North Carolina",-80.3122936384584,36.137738874959,"309 N Liberty St, Winston-Salem, NC 27101, USA"
"37067003806","Census Tract 38.06, Forsyth County, North Carolina",-80.3471799383073,36.0420317335401,"309 N Liberty St, Winston-Salem, NC 27101, USA"
"37067003106","Census Tract 31.06, Forsyth County, North Carolina",-80.0991461882617,36.2317249797684,"309 N Liberty St, Winston-Salem, NC 27101, USA"
"37067003803","Census Tract 38.03, Forsyth County, North Carolina",-80.3089453193101,36.0236823677435,"309 N Liberty St, Winston-Salem, NC 27101, USA"
"37067003314","Census Tract 33.14, Forsyth County, North Carolina",-80.0549157989718,36.0672960367639,"309 N Liberty St, Winston-Salem, NC 27101, USA"
"37067002807","Census Tract 28.07, Forsyth County, North Carolina",-80.2711798811967,36.2335364868982,"309 N Liberty St, Winston-Salem, NC 27101, USA"
"37067003202","Census Tract 32.02, Forsyth County, North Carolina",-80.0543431391622,36.1225457799234,"309 N Liberty St, Winston-Salem, NC 27101, USA"
"37067002501","Census Tract 25.01, Forsyth County, North Carolina",-80.2828471158845,36.1044100343133,"309 N Liberty St, Winston-Salem, NC 27101, USA"
"37067004103","Census Tract 41.03, Forsyth County, North Carolina",-80.3726622025426,36.1343708729447,"309 N Liberty St, Winston-Salem, NC 27101, USA"
"37067002809","Census Tract 28.09, Forsyth County, North Carolina",-80.3390396258906,36.2201914484507,"309 N Liberty St, Winston-Salem, NC 27101, USA"
"37067000600","Census Tract 6, Forsyth County, North Carolina",-80.2289338319373,36.1080991450184,"309 N Liberty St, Winston-Salem, NC 27101, USA"
"37067002001","Census Tract 20.01, Forsyth County, North Carolina",-80.2352635447639,36.0563935657237,"309 N Liberty St, Winston-Salem, NC 27101, USA"
"37067001200","Census Tract 12, Forsyth County, North Carolina",-80.2683278540898,36.1093910567391,"309 N Liberty St, Winston-Salem, NC 27101, USA"
"37067003310","Census Tract 33.10, Forsyth County, North Carolina",-80.1504696772264,36.0767814274544,"309 N Liberty St, Winston-Salem, NC 27101, USA"
"37067003600","Census Tract 36, Forsyth County, North Carolina",-80.2438288815195,36.0188069498866,"309 N Liberty St, Winston-Salem, NC 27101, USA"
"37067002605","Census Tract 26.05, Forsyth County, North Carolina",-80.3293004312825,36.1249025214621,"309 N Liberty St, Winston-Salem, NC 27101, USA"
"37067003108","Census Tract 31.08, Forsyth County, North Carolina",-80.0523152715201,36.1504145026719,"309 N Liberty St, Winston-Salem, NC 27101, USA"
"37067001100","Census Tract 11, Forsyth County, North Carolina",-80.2622241652989,36.0950456197131,"309 N Liberty St, Winston-Salem, NC 27101, USA"
"37067003805","Census Tract 38.05, Forsyth County, North Carolina",-80.3226799922415,36.0643197834869,"309 N Liberty St, Winston-Salem, NC 27101, USA"
"37067003003","Census Tract 30.03, Forsyth County, North Carolina",-80.1524960847957,36.1333314001472,"309 N Liberty St, Winston-Salem, NC 27101, USA"
